job_id,title,company,location_city,location_country,posted_date,description,skills
JOB0137,Machine Learning Engineer,Tata Digital,Chennai,India,2025-07-27,"Responsibilities include:
- Experience with Airflow
- Experience with GCP
- Experience with AWS
- Experience with ML Ops
- Experience with Kubernetes
Strong communication skills required.","TensorFlow,ML Ops,PyTorch,GCP,Data Warehousing,Airflow,AWS,Data Cleaning,Python,Scikit-learn,Docker,Azure,Kubernetes"
JOB0138,Data Scientist,Paytm,Bengaluru,India,2025-07-07,"Responsibilities include:
- Experience with Scikit-learn
- Experience with PyTorch
- Experience with Kubernetes
- Experience with Statistics
- Experience with Feature Engineering
Strong communication skills required.","Pandas,TensorFlow,PyTorch,SQL,NLP,Tableau,Deep Learning,Statistics,Airflow,Python,Feature Engineering,Scikit-learn,NumPy,Kubernetes"
JOB0139,BI Analyst,Infosys,Bengaluru,India,2025-07-02,"Responsibilities include:
- Experience with Looker
- Experience with Feature Engineering
- Experience with Deep Learning
- Experience with SQL
- Experience with Excel
Strong communication skills required.","Communication,SQL,Matplotlib,Power BI,Tableau,Data Warehousing,Deep Learning,GCP,Feature Engineering,Looker,Excel"
JOB0140,Business Analyst,Flipkart,Gurugram,India,2025-07-08,"Responsibilities include:
- Experience with Data Cleaning
- Experience with Spark
- Experience with Communication
- Experience with Power BI
- Experience with A/B Testing
Strong communication skills required.","Communication,Spark,SQL,Power BI,A/B Testing,Deep Learning,Statistics,Data Cleaning,Excel"
JOB0141,BI Analyst,Tech Mahindra,Bengaluru,India,2025-08-02,"Responsibilities include:
- Experience with Tableau
- Experience with Communication
- Experience with Power BI
- Experience with Snowflake
- Experience with PyTorch
Strong communication skills required.","Communication,Snowflake,SQL,Matplotlib,PyTorch,Power BI,Tableau,Data Warehousing,Looker,Excel"
JOB0142,Machine Learning Engineer,Tech Mahindra,Pune,India,2025-08-12,"Responsibilities include:
- Experience with ML Ops
- Experience with Python
- Experience with Azure
- Experience with Docker
- Experience with Scikit-learn
Strong communication skills required.","TensorFlow,ML Ops,PyTorch,A/B Testing,GCP,Data Warehousing,Airflow,AWS,Python,Scikit-learn,Docker,Azure,Kubernetes"
JOB0143,BI Analyst,Swiggy,Bengaluru,India,2025-07-31,"Responsibilities include:
- Experience with Data Cleaning
- Experience with Data Warehousing
- Experience with Excel
- Experience with Communication
- Experience with Power BI
Strong communication skills required.","Communication,SQL,Power BI,Tableau,Data Warehousing,Data Cleaning,Looker,Kubernetes,Excel"
JOB0144,Data Analyst,Accenture,Chennai,India,2025-08-16,"Responsibilities include:
- Experience with Data Warehousing
- Experience with SQL
- Experience with Pandas
- Experience with Python
- Experience with Tableau
Strong communication skills required.","Pandas,ML Ops,SQL,Power BI,Tableau,Data Warehousing,Statistics,Data Cleaning,Python,Excel"
JOB0145,Business Analyst,Tech Mahindra,Pune,India,2025-07-30,"Responsibilities include:
- Experience with Excel
- Experience with Tableau
- Experience with Pandas
- Experience with Matplotlib
- Experience with SQL
Strong communication skills required.","Pandas,Communication,ML Ops,SQL,Matplotlib,Power BI,A/B Testing,Tableau,Data Warehousing,Statistics,Data Cleaning,Excel"
JOB0146,Data Analyst,Tata Digital,Gurugram,India,2025-07-21,"Responsibilities include:
- Experience with Data Cleaning
- Experience with Tableau
- Experience with Pandas
- Experience with Power BI
- Experience with Kubernetes
Strong communication skills required.","Pandas,Time Series,SQL,Power BI,Tableau,Git,Statistics,Data Cleaning,AWS,Python,Kubernetes,Excel"
JOB0147,Business Analyst,Tech Mahindra,Bengaluru,India,2025-07-22,"Responsibilities include:
- Experience with A/B Testing
- Experience with ETL
- Experience with Excel
- Experience with Power BI
- Experience with NumPy
Strong communication skills required.","Communication,NumPy,SQL,ML Ops,Spark,Power BI,A/B Testing,ETL,Statistics,Data Cleaning,Excel"
JOB0148,Machine Learning Engineer,Paytm,Delhi,India,2025-08-03,"Responsibilities include:
- Experience with Azure
- Experience with Excel
- Experience with Airflow
- Experience with PyTorch
- Experience with BigQuery
Strong communication skills required.","Time Series,TensorFlow,Excel,ML Ops,PyTorch,BigQuery,ETL,GCP,Airflow,AWS,Python,Scikit-learn,Docker,Azure,Kubernetes"
JOB0149,Data Analyst,Paytm,Hyderabad,India,2025-08-12,"Responsibilities include:
- Experience with Statistics
- Experience with SQL
- Experience with Data Cleaning
- Experience with ETL
- Experience with Python
Strong communication skills required.","Pandas,Snowflake,SQL,Power BI,Tableau,ETL,Statistics,Data Cleaning,Databricks,Python,Excel,Azure"
JOB0150,Data Analyst,HCLTech,Chennai,India,2025-07-28,"Responsibilities include:
- Experience with Looker
- Experience with Excel
- Experience with Statistics
- Experience with Tableau
- Experience with SQL
Strong communication skills required.","Pandas,NumPy,SQL,Matplotlib,Power BI,Tableau,Statistics,Data Cleaning,Feature Engineering,Python,Looker,Excel"
JOB0151,Data Analyst,HCLTech,Pune,India,2025-08-13,"Responsibilities include:
- Experience with Data Cleaning
- Experience with PyTorch
- Experience with Python
- Experience with Power BI
- Experience with Pandas
Strong communication skills required.","Pandas,NumPy,ML Ops,SQL,Matplotlib,PyTorch,Power BI,Tableau,Deep Learning,Statistics,Data Cleaning,Python,Excel"
JOB0152,BI Analyst,Tech Mahindra,Pune,India,2025-07-29,"Responsibilities include:
- Experience with Looker
- Experience with SQL
- Experience with Databricks
- Experience with A/B Testing
- Experience with Power BI
Strong communication skills required.","Communication,NumPy,SQL,Power BI,Tableau,A/B Testing,Data Warehousing,Airflow,Databricks,Looker,Excel"
JOB0153,Business Analyst,Accenture,Mumbai,India,2025-07-08,"Responsibilities include:
- Experience with Excel
- Experience with Data Cleaning
- Experience with A/B Testing
- Experience with Communication
- Experience with Matplotlib
Strong communication skills required.","Communication,SQL,Matplotlib,Power BI,A/B Testing,Statistics,Data Cleaning,Excel,BigQuery"
JOB0154,Business Analyst,Accenture,Delhi,India,2025-08-09,"Responsibilities include:
- Experience with SQL
- Experience with NumPy
- Experience with Data Cleaning
- Experience with Excel
- Experience with GCP
Strong communication skills required.","Communication,NumPy,SQL,Power BI,A/B Testing,GCP,Statistics,Data Cleaning,Looker,Scikit-learn,Excel"
JOB0155,Machine Learning Engineer,Tech Mahindra,Hyderabad,India,2025-07-21,"Responsibilities include:
- Experience with Kubernetes
- Experience with Snowflake
- Experience with ML Ops
- Experience with Scikit-learn
- Experience with Feature Engineering
Strong communication skills required.","TensorFlow,Excel,ML Ops,PyTorch,Snowflake,NLP,GCP,Airflow,AWS,Python,Feature Engineering,Scikit-learn,Docker,Azure,Kubernetes"
JOB0156,Data Scientist,Reliance Jio,Chennai,India,2025-07-15,"Responsibilities include:
- Experience with NLP
- Experience with Statistics
- Experience with Pandas
- Experience with Tableau
- Experience with Python
Strong communication skills required.","Pandas,TensorFlow,PyTorch,NLP,A/B Testing,Tableau,Deep Learning,Statistics,Python,Feature Engineering,Scikit-learn,NumPy"
JOB0157,Machine Learning Engineer,HCLTech,Pune,India,2025-07-06,"Responsibilities include:
- Experience with Azure
- Experience with Kubernetes
- Experience with Data Cleaning
- Experience with Python
- Experience with AWS
Strong communication skills required.","TensorFlow,ML Ops,PyTorch,NLP,GCP,Airflow,AWS,Data Cleaning,Python,Scikit-learn,Docker,Azure,Kubernetes"
JOB0158,Machine Learning Engineer,Wipro,Hyderabad,India,2025-07-21,"Responsibilities include:
- Experience with Python
- Experience with GCP
- Experience with ML Ops
- Experience with Kubernetes
- Experience with Docker
Strong communication skills required.","TensorFlow,Spark,ML Ops,PyTorch,Communication,GCP,Airflow,AWS,Python,Scikit-learn,Docker,Azure,Kubernetes"
JOB0159,Data Scientist,Reliance Jio,Noida,India,2025-07-04,"Responsibilities include:
- Experience with Git
- Experience with PyTorch
- Experience with Scikit-learn
- Experience with Tableau
- Experience with NLP
Strong communication skills required.","Pandas,TensorFlow,PyTorch,NLP,Git,Tableau,Deep Learning,Statistics,Python,Feature Engineering,Scikit-learn,NumPy"
JOB0160,Business Analyst,Infosys,Mumbai,India,2025-07-17,"Responsibilities include:
- Experience with NLP
- Experience with A/B Testing
- Experience with SQL
- Experience with Docker
- Experience with Data Warehousing
Strong communication skills required.","Communication,SQL,NLP,Power BI,A/B Testing,Data Warehousing,Statistics,Data Cleaning,Docker,Excel"
JOB0161,Data Scientist,Wipro,Pune,India,2025-08-12,"Responsibilities include:
- Experience with Pandas
- Experience with Python
- Experience with R
- Experience with PyTorch
- Experience with Snowflake
Strong communication skills required.","Pandas,TensorFlow,Excel,Snowflake,PyTorch,SQL,NLP,Deep Learning,Statistics,R,Python,Feature Engineering,Scikit-learn,NumPy"
JOB0162,BI Analyst,HCLTech,Noida,India,2025-08-10,"Responsibilities include:
- Experience with Excel
- Experience with Tableau
- Experience with Data Warehousing
- Experience with SQL
- Experience with Power BI
Strong communication skills required.","Communication,Spark,SQL,Power BI,Tableau,Data Warehousing,Looker,Kubernetes,Excel"
JOB0163,Data Scientist,Flipkart,Noida,India,2025-07-30,"Responsibilities include:
- Experience with Communication
- Experience with Statistics
- Experience with Deep Learning
- Experience with Scikit-learn
- Experience with Python
Strong communication skills required.","Pandas,TensorFlow,Communication,PyTorch,SQL,NLP,Deep Learning,Statistics,Python,Feature Engineering,Scikit-learn,NumPy"
JOB0164,Data Scientist,HCLTech,Chennai,India,2025-07-10,"Responsibilities include:
- Experience with NLP
- Experience with Communication
- Experience with ML Ops
- Experience with Statistics
- Experience with Python
Strong communication skills required.","Pandas,TensorFlow,Communication,Spark,PyTorch,ML Ops,NLP,Deep Learning,Statistics,AWS,Python,Feature Engineering,Scikit-learn,NumPy"
JOB0165,Data Analyst,Accenture,Chennai,India,2025-07-30,"Responsibilities include:
- Experience with Tableau
- Experience with Power BI
- Experience with SQL
- Experience with Pandas
- Experience with Excel
Strong communication skills required.","Pandas,SQL,Power BI,Tableau,A/B Testing,Statistics,Data Cleaning,Python,Excel,Azure"
JOB0166,Machine Learning Engineer,Accenture,Noida,India,2025-07-11,"Responsibilities include:
- Experience with Docker
- Experience with TensorFlow
- Experience with Airflow
- Experience with AWS
- Experience with Kubernetes
Strong communication skills required.","Time Series,Pandas,TensorFlow,ML Ops,PyTorch,GCP,Statistics,Airflow,AWS,Python,Looker,Scikit-learn,Docker,Azure,Kubernetes"
JOB0167,Machine Learning Engineer,Zomato,Mumbai,India,2025-07-02,"Responsibilities include:
- Experience with Data Cleaning
- Experience with GCP
- Experience with Azure
- Experience with Scikit-learn
- Experience with Airflow
Strong communication skills required.","TensorFlow,ML Ops,PyTorch,GCP,Data Warehousing,Airflow,AWS,Data Cleaning,Python,Scikit-learn,Docker,Azure,Kubernetes"
JOB0168,Data Analyst,Flipkart,Bengaluru,India,2025-08-01,"Responsibilities include:
- Experience with Power BI
- Experience with ETL
- Experience with Git
- Experience with GCP
- Experience with Python
Strong communication skills required.","Pandas,SQL,Power BI,Tableau,ETL,Git,GCP,Statistics,Data Cleaning,R,Python,Scikit-learn,Excel"
JOB0169,Data Analyst,Tata Digital,Noida,India,2025-08-06,"Responsibilities include:
- Experience with Spark
- Experience with ETL
- Experience with Data Cleaning
- Experience with Statistics
- Experience with Python
Strong communication skills required.","Pandas,Spark,SQL,Power BI,Tableau,Git,ETL,Statistics,Data Cleaning,Python,Excel"
JOB0170,BI Analyst,HCLTech,Mumbai,India,2025-08-13,"Responsibilities include:
- Experience with Data Warehousing
- Experience with Tableau
- Experience with Excel
- Experience with SQL
- Experience with Power BI
Strong communication skills required.","Pandas,Communication,SQL,Matplotlib,Power BI,Tableau,Data Warehousing,Looker,Excel"
JOB0171,Business Analyst,Accenture,Pune,India,2025-08-08,"Responsibilities include:
- Experience with Data Cleaning
- Experience with R
- Experience with Azure
- Experience with SQL
- Experience with Excel
Strong communication skills required.","Pandas,Communication,SQL,PyTorch,Power BI,A/B Testing,Statistics,Data Cleaning,R,Looker,Excel,Azure"
JOB0172,Business Analyst,Wipro,Chennai,India,2025-07-26,"Responsibilities include:
- Experience with Kubernetes
- Experience with Azure
- Experience with Feature Engineering
- Experience with A/B Testing
- Experience with Power BI
Strong communication skills required.","Communication,SQL,PyTorch,Power BI,A/B Testing,Statistics,Data Cleaning,Feature Engineering,Kubernetes,Excel,Azure"
JOB0173,Data Analyst,Paytm,Chennai,India,2025-08-13,"Responsibilities include:
- Experience with GCP
- Experience with Pandas
- Experience with Data Cleaning
- Experience with Power BI
- Experience with Data Warehousing
Strong communication skills required.","Pandas,SQL,Power BI,Tableau,GCP,Data Warehousing,Statistics,Data Cleaning,Python,Excel"
JOB0174,BI Analyst,Capgemini,Gurugram,India,2025-07-04,"Responsibilities include:
- Experience with AWS
- Experience with Power BI
- Experience with Tableau
- Experience with Communication
- Experience with SQL
Strong communication skills required.","Communication,SQL,Power BI,Tableau,Data Warehousing,Docker,AWS,Looker,Scikit-learn,Excel,BigQuery,Kubernetes"
JOB0175,Data Scientist,Zomato,Bengaluru,India,2025-07-21,"Responsibilities include:
- Experience with Scikit-learn
- Experience with Statistics
- Experience with Git
- Experience with Feature Engineering
- Experience with Pandas
Strong communication skills required.","Pandas,TensorFlow,Communication,PyTorch,NLP,Tableau,A/B Testing,Git,Deep Learning,Statistics,Python,Feature Engineering,Scikit-learn,NumPy,Azure"
JOB0176,Data Engineer,Reliance Jio,Pune,India,2025-07-14,"Responsibilities include:
- Experience with ETL
- Experience with Looker
- Experience with AWS
- Experience with Data Warehousing
- Experience with Azure
Strong communication skills required.","Spark,Snowflake,BigQuery,PyTorch,NLP,ETL,Git,GCP,Data Warehousing,Airflow,AWS,Databricks,Data Cleaning,Python,Looker,Kubernetes,Docker,Azure"
JOB0177,Data Engineer,HCLTech,Mumbai,India,2025-07-31,"Responsibilities include:
- Experience with Data Warehousing
- Experience with Communication
- Experience with Scikit-learn
- Experience with Databricks
- Experience with Kubernetes
Strong communication skills required.","Spark,Snowflake,BigQuery,Matplotlib,Scikit-learn,ETL,Git,Communication,GCP,Data Warehousing,Airflow,AWS,Databricks,Python,Kubernetes,Docker,Azure"
JOB0178,Data Engineer,Capgemini,Gurugram,India,2025-08-15,"Responsibilities include:
- Experience with Python
- Experience with Kubernetes
- Experience with Communication
- Experience with Airflow
- Experience with GCP
Strong communication skills required.","Git,Data Warehousing,AWS,Kubernetes,Azure,Spark,Snowflake,NLP,ETL,Python,BigQuery,TensorFlow,Communication,GCP,Databricks,Docker,Airflow,Data Cleaning,Scikit-learn"
JOB0179,Business Analyst,Flipkart,Pune,India,2025-07-03,"Responsibilities include:
- Experience with Excel
- Experience with Tableau
- Experience with Data Cleaning
- Experience with A/B Testing
- Experience with SQL
Strong communication skills required.","Communication,SQL,Power BI,A/B Testing,Tableau,ETL,Statistics,Data Cleaning,AWS,Looker,Excel"
JOB0180,BI Analyst,Reliance Jio,Mumbai,India,2025-08-14,"Responsibilities include:
- Experience with Excel
- Experience with Matplotlib
- Experience with BigQuery
- Experience with Pandas
- Experience with Tableau
Strong communication skills required.","Pandas,Communication,SQL,Matplotlib,Power BI,Tableau,Data Warehousing,Looker,Docker,Excel,BigQuery"
JOB0181,BI Analyst,Tech Mahindra,Gurugram,India,2025-07-15,"Responsibilities include:
- Experience with ETL
- Experience with Looker
- Experience with Pandas
- Experience with Excel
- Experience with Communication
Strong communication skills required.","Pandas,Communication,SQL,Power BI,Tableau,ETL,Data Warehousing,Looker,Excel"
JOB0182,Data Analyst,Swiggy,Pune,India,2025-08-11,"Responsibilities include:
- Experience with Tableau
- Experience with Power BI
- Experience with Looker
- Experience with Pandas
- Experience with TensorFlow
Strong communication skills required.","Pandas,TensorFlow,ML Ops,SQL,Power BI,Tableau,ETL,Statistics,Data Cleaning,Python,Looker,Docker,Excel"
JOB0183,Data Engineer,Reliance Jio,Gurugram,India,2025-08-17,"Responsibilities include:
- Experience with Git
- Experience with Docker
- Experience with Spark
- Experience with GCP
- Experience with Data Warehousing
Strong communication skills required.","Spark,Snowflake,BigQuery,NumPy,ETL,Git,GCP,Data Warehousing,Statistics,Airflow,AWS,Databricks,Python,Kubernetes,Docker,Azure"
JOB0184,Data Scientist,Tata Digital,Mumbai,India,2025-07-01,"Responsibilities include:
- Experience with PyTorch
- Experience with Power BI
- Experience with Python
- Experience with Deep Learning
- Experience with Feature Engineering
Strong communication skills required.","Pandas,TensorFlow,Spark,Snowflake,PyTorch,NLP,Looker,Power BI,Deep Learning,Statistics,Python,Feature Engineering,Scikit-learn,NumPy"
JOB0185,Machine Learning Engineer,Reliance Jio,Pune,India,2025-07-30,"Responsibilities include:
- Experience with Scikit-learn
- Experience with Statistics
- Experience with Python
- Experience with PyTorch
- Experience with NumPy
Strong communication skills required.","Pandas,TensorFlow,NumPy,ML Ops,PyTorch,Power BI,GCP,Statistics,Airflow,AWS,Python,Scikit-learn,Docker,Azure,Kubernetes"
JOB0186,Data Analyst,Flipkart,Chennai,India,2025-08-06,"Responsibilities include:
- Experience with Statistics
- Experience with Excel
- Experience with Python
- Experience with Tableau
- Experience with Pandas
Strong communication skills required.","Pandas,Snowflake,SQL,NLP,Power BI,Tableau,Statistics,Data Cleaning,Python,Looker,Excel"
JOB0187,Machine Learning Engineer,Wipro,Hyderabad,India,2025-07-09,"Responsibilities include:
- Experience with Airflow
- Experience with Kubernetes
- Experience with Scikit-learn
- Experience with GCP
- Experience with Deep Learning
Strong communication skills required.","TensorFlow,ML Ops,PyTorch,Matplotlib,GCP,Deep Learning,Statistics,Airflow,AWS,R,Data Cleaning,Python,Scikit-learn,Docker,Azure,Kubernetes"
JOB0188,Business Analyst,Flipkart,Bengaluru,India,2025-08-11,"Responsibilities include:
- Experience with Snowflake
- Experience with Data Cleaning
- Experience with A/B Testing
- Experience with SQL
- Experience with Power BI
Strong communication skills required.","Communication,Snowflake,SQL,Power BI,A/B Testing,Deep Learning,Statistics,Data Cleaning,R,Looker,Excel"
JOB0189,Data Engineer,Capgemini,Mumbai,India,2025-07-08,"Responsibilities include:
- Experience with Matplotlib
- Experience with Kubernetes
- Experience with Azure
- Experience with Git
- Experience with AWS
Strong communication skills required.","TensorFlow,Spark,Snowflake,BigQuery,Matplotlib,ML Ops,ETL,Git,GCP,Data Warehousing,Airflow,AWS,Databricks,Python,Feature Engineering,Kubernetes,Docker,Azure"
JOB0190,BI Analyst,Swiggy,Chennai,India,2025-08-14,"Responsibilities include:
- Experience with Power BI
- Experience with Excel
- Experience with Feature Engineering
- Experience with ML Ops
- Experience with GCP
Strong communication skills required.","Communication,ML Ops,SQL,Power BI,Tableau,Git,Data Warehousing,GCP,Databricks,Feature Engineering,Looker,Excel"
JOB0191,BI Analyst,Infosys,Chennai,India,2025-08-06,"Responsibilities include:
- Experience with Excel
- Experience with Tableau
- Experience with Data Warehousing
- Experience with Feature Engineering
- Experience with SQL
Strong communication skills required.","Communication,SQL,Power BI,Tableau,Data Warehousing,R,Feature Engineering,Looker,Excel"
JOB0192,Data Scientist,Reliance Jio,Chennai,India,2025-07-29,"Responsibilities include:
- Experience with NumPy
- Experience with Feature Engineering
- Experience with Databricks
- Experience with TensorFlow
- Experience with Scikit-learn
Strong communication skills required.","Pandas,TensorFlow,PyTorch,NLP,A/B Testing,Deep Learning,Statistics,Databricks,Python,Feature Engineering,Scikit-learn,NumPy"
JOB0193,Data Analyst,Wipro,Delhi,India,2025-08-02,"Responsibilities include:
- Experience with Azure
- Experience with Power BI
- Experience with Pandas
- Experience with Git
- Experience with Excel
Strong communication skills required.","Pandas,NumPy,BigQuery,SQL,Power BI,Tableau,Git,Data Warehousing,Statistics,Data Cleaning,Python,Excel,Azure"
JOB0194,Data Analyst,HCLTech,Gurugram,India,2025-07-05,"Responsibilities include:
- Experience with Spark
- Experience with Python
- Experience with Pandas
- Experience with Data Cleaning
- Experience with Power BI
Strong communication skills required.","Pandas,Spark,SQL,Power BI,Tableau,GCP,Statistics,Data Cleaning,Python,Excel"
JOB0195,Data Analyst,Swiggy,Mumbai,India,2025-07-12,"Responsibilities include:
- Experience with Excel
- Experience with Statistics
- Experience with Tableau
- Experience with Looker
- Experience with SQL
Strong communication skills required.","Pandas,Communication,ML Ops,SQL,Power BI,Tableau,Statistics,Data Cleaning,Python,Looker,Excel"
JOB0196,Machine Learning Engineer,Infosys,Noida,India,2025-08-13,"Responsibilities include:
- Experience with PyTorch
- Experience with Databricks
- Experience with Airflow
- Experience with Azure
- Experience with Kubernetes
Strong communication skills required.","TensorFlow,ML Ops,PyTorch,Power BI,A/B Testing,GCP,Airflow,AWS,Databricks,Python,Scikit-learn,Docker,Azure,Kubernetes"
JOB0197,Data Engineer,Tata Digital,Gurugram,India,2025-08-18,"Responsibilities include:
- Experience with Kubernetes
- Experience with Deep Learning
- Experience with GCP
- Experience with ETL
- Experience with Python
Strong communication skills required.","Spark,Snowflake,BigQuery,ETL,Git,A/B Testing,GCP,Data Warehousing,Deep Learning,Airflow,AWS,Databricks,Python,Kubernetes,Docker,Azure"
JOB0198,Machine Learning Engineer,Wipro,Chennai,India,2025-07-18,"Responsibilities include:
- Experience with Azure
- Experience with Scikit-learn
- Experience with GCP
- Experience with Python
- Experience with Time Series
Strong communication skills required.","Time Series,TensorFlow,ML Ops,PyTorch,SQL,Power BI,GCP,Airflow,AWS,Python,Scikit-learn,Docker,Azure,Kubernetes"
JOB0199,Data Scientist,Infosys,Gurugram,India,2025-07-07,"Responsibilities include:
- Experience with Scikit-learn
- Experience with Pandas
- Experience with NLP
- Experience with NumPy
- Experience with Statistics
Strong communication skills required.","Pandas,TensorFlow,PyTorch,NLP,Looker,Deep Learning,Statistics,Docker,Python,Feature Engineering,Scikit-learn,NumPy"
JOB0200,Machine Learning Engineer,Reliance Jio,Gurugram,India,2025-07-14,"Responsibilities include:
- Experience with GCP
- Experience with Tableau
- Experience with Scikit-learn
- Experience with Data Warehousing
- Experience with Docker
Strong communication skills required.","TensorFlow,ML Ops,PyTorch,Tableau,GCP,Data Warehousing,Airflow,AWS,Python,Scikit-learn,Docker,Azure,Kubernetes"
JOB0201,Data Scientist,Wipro,Mumbai,India,2025-08-12,"Responsibilities include:
- Experience with Pandas
- Experience with Python
- Experience with Feature Engineering
- Experience with PyTorch
- Experience with Statistics
Strong communication skills required.","Pandas,TensorFlow,PyTorch,NLP,ETL,Deep Learning,Statistics,Airflow,Python,Feature Engineering,Scikit-learn,NumPy,Azure"
JOB0202,BI Analyst,Tata Digital,Delhi,India,2025-07-23,"Responsibilities include:
- Experience with ETL
- Experience with SQL
- Experience with Power BI
- Experience with Excel
- Experience with Looker
Strong communication skills required.","Communication,ML Ops,SQL,Snowflake,Power BI,Tableau,ETL,Data Warehousing,Statistics,AWS,Looker,Excel"
JOB0203,BI Analyst,Accenture,Delhi,India,2025-07-15,"Responsibilities include:
- Experience with Tableau
- Experience with Time Series
- Experience with Data Warehousing
- Experience with Power BI
- Experience with SQL
Strong communication skills required.","Time Series,Communication,Snowflake,SQL,Matplotlib,ML Ops,Power BI,Tableau,Data Warehousing,Looker,Excel"
JOB0204,BI Analyst,Swiggy,Pune,India,2025-07-16,"Responsibilities include:
- Experience with Statistics
- Experience with Data Warehousing
- Experience with NumPy
- Experience with Power BI
- Experience with Communication
Strong communication skills required.","Communication,NumPy,SQL,Power BI,Tableau,Data Warehousing,Deep Learning,Statistics,Looker,Kubernetes,Excel"
JOB0205,Business Analyst,Tech Mahindra,Noida,India,2025-08-08,"Responsibilities include:
- Experience with Power BI
- Experience with Excel
- Experience with Data Cleaning
- Experience with Communication
- Experience with SQL
Strong communication skills required.","Time Series,Communication,SQL,Power BI,A/B Testing,Tableau,Statistics,Data Cleaning,Excel"
JOB0206,Business Analyst,Accenture,Bengaluru,India,2025-07-13,"Responsibilities include:
- Experience with Excel
- Experience with A/B Testing
- Experience with Data Cleaning
- Experience with Statistics
- Experience with SQL
Strong communication skills required.","Communication,SQL,Power BI,A/B Testing,Statistics,Data Cleaning,Databricks,Excel,BigQuery"
JOB0207,Machine Learning Engineer,Reliance Jio,Gurugram,India,2025-07-21,"Responsibilities include:
- Experience with GCP
- Experience with Snowflake
- Experience with Azure
- Experience with Kubernetes
- Experience with Data Cleaning
Strong communication skills required.","TensorFlow,Spark,ML Ops,PyTorch,Snowflake,GCP,Airflow,AWS,Data Cleaning,Databricks,Python,Scikit-learn,Docker,Azure,Kubernetes"
JOB0208,Machine Learning Engineer,Infosys,Delhi,India,2025-08-16,"Responsibilities include:
- Experience with GCP
- Experience with Python
- Experience with ML Ops
- Experience with Pandas
- Experience with SQL
Strong communication skills required.","Pandas,TensorFlow,ML Ops,PyTorch,SQL,ETL,A/B Testing,GCP,Statistics,Airflow,AWS,Python,Scikit-learn,Docker,Azure,Kubernetes"
JOB0209,BI Analyst,Flipkart,Noida,India,2025-07-10,"Responsibilities include:
- Experience with Excel
- Experience with Power BI
- Experience with Data Cleaning
- Experience with Tableau
- Experience with Data Warehousing
Strong communication skills required.","Communication,SQL,NLP,Power BI,Tableau,Data Warehousing,Statistics,Data Cleaning,Looker,Excel"
JOB0210,Data Engineer,Flipkart,Chennai,India,2025-08-18,"Responsibilities include:
- Experience with Time Series
- Experience with Azure
- Experience with Docker
- Experience with Data Cleaning
- Experience with Databricks
Strong communication skills required.","Git,Data Warehousing,AWS,Kubernetes,Azure,Time Series,Spark,Snowflake,ETL,Python,NumPy,BigQuery,TensorFlow,GCP,Databricks,Docker,A/B Testing,Airflow,Data Cleaning"
JOB0211,BI Analyst,Reliance Jio,Bengaluru,India,2025-07-03,"Responsibilities include:
- Experience with Communication
- Experience with Excel
- Experience with Tableau
- Experience with SQL
- Experience with Data Warehousing
Strong communication skills required.","Communication,SQL,Power BI,Tableau,Git,Data Warehousing,Feature Engineering,Looker,Excel"
JOB0212,Data Analyst,Tata Digital,Pune,India,2025-07-14,"Responsibilities include:
- Experience with Python
- Experience with Statistics
- Experience with Looker
- Experience with Excel
- Experience with Pandas
Strong communication skills required.","Pandas,Spark,NumPy,SQL,Snowflake,Power BI,Tableau,Statistics,Data Cleaning,Python,Looker,Excel,BigQuery"
JOB0213,Data Analyst,Tata Digital,Noida,India,2025-07-02,"Responsibilities include:
- Experience with Excel
- Experience with Kubernetes
- Experience with Statistics
- Experience with Power BI
- Experience with SQL
Strong communication skills required.","Pandas,SQL,Power BI,Tableau,Git,ETL,Statistics,Data Cleaning,R,Python,Kubernetes,Excel"
JOB0214,Data Analyst,Accenture,Pune,India,2025-07-13,"Responsibilities include:
- Experience with A/B Testing
- Experience with Time Series
- Experience with Tableau
- Experience with Excel
- Experience with Statistics
Strong communication skills required.","Pandas,Time Series,Spark,SQL,Power BI,Tableau,A/B Testing,Statistics,Data Cleaning,Python,Feature Engineering,Excel"
JOB0215,BI Analyst,Capgemini,Gurugram,India,2025-07-15,"Responsibilities include:
- Experience with Excel
- Experience with Time Series
- Experience with Communication
- Experience with Git
- Experience with SQL
Strong communication skills required.","Time Series,Communication,NumPy,SQL,Power BI,Tableau,Git,Data Warehousing,Feature Engineering,Looker,Excel"
JOB0216,Machine Learning Engineer,Tata Digital,Delhi,India,2025-08-10,"Responsibilities include:
- Experience with NumPy
- Experience with Python
- Experience with AWS
- Experience with Airflow
- Experience with Kubernetes
Strong communication skills required.","TensorFlow,NumPy,ML Ops,PyTorch,GCP,Airflow,AWS,Python,Feature Engineering,Scikit-learn,Docker,Azure,Kubernetes"
JOB0217,BI Analyst,Accenture,Bengaluru,India,2025-07-14,"Responsibilities include:
- Experience with R
- Experience with Looker
- Experience with TensorFlow
- Experience with NumPy
- Experience with Tableau
Strong communication skills required.","TensorFlow,Communication,NumPy,SQL,Power BI,Tableau,Git,Data Warehousing,GCP,R,Looker,Excel"
